,danceability,playlist_genre
11650,0.355,pop
11652,0.52,pop
11653,0.709,pop
11661,0.717,pop
11662,0.677,pop
11663,0.537,pop
11664,0.9,pop
11665,0.548,pop
11666,0.638,pop
11667,0.694,pop
11668,0.761,pop
11669,0.732,pop
11670,0.46,pop
11671,0.569,pop
11672,0.41,pop
11673,0.61,pop
11674,0.48,pop
11675,0.672,pop
11676,0.68,pop
11677,0.772,pop
11678,0.725,pop
11679,0.505,pop
11680,0.826,pop
11681,0.693,pop
11682,0.602,pop
11683,0.52,pop
11684,0.575,pop
11685,0.692,pop
11686,0.794,pop
11687,0.562,pop
11688,0.511,pop
11689,0.834,pop
11690,0.708,pop
11691,0.798,pop
11692,0.399,pop
11693,0.54,pop
11694,0.804,pop
11695,0.671,pop
11696,0.438,pop
11697,0.487,pop
11698,0.737,pop
11699,0.46,pop
11700,0.738,pop
11701,0.617,pop
11702,0.823,pop
11703,0.662,pop
11704,0.56,pop
11705,0.629,pop
11706,0.53,pop
11707,0.449,pop
11708,0.631,pop
11709,0.545,pop
11710,0.399,pop
11711,0.678,pop
11712,0.571,pop
11713,0.64,pop
11714,0.416,pop
11715,0.53,pop
11716,0.509,pop
11717,0.452,pop
11718,0.679,pop
11719,0.577,pop
11720,0.924,pop
11721,0.74,pop
11722,0.739,pop
11723,0.551,pop
11724,0.568,pop
11725,0.672,pop
11726,0.689,pop
11727,0.803,pop
11728,0.759,pop
11729,0.702,pop
11730,0.726,pop
11731,0.489,pop
11732,0.375,pop
11733,0.784,pop
11734,0.52,pop
11735,0.446,pop
11736,0.448,pop
11737,0.602,pop
11738,0.565,pop
11739,0.657,pop
11740,0.786,pop
11741,0.721,pop
11742,0.617,pop
11743,0.667,pop
11744,0.654,pop
11745,0.472,pop
11746,0.699,pop
11747,0.617,pop
11748,0.645,pop
11749,0.66,pop
11750,0.538,pop
11751,0.54,pop
11752,0.418,pop
11753,0.682,pop
11754,0.556,pop
11871,0.639,pop
11880,0.534,pop
11881,0.506,pop
11882,0.655,pop
11883,0.632,pop
11884,0.715,pop
11885,0.595,pop
11886,0.632,pop
11887,0.629,pop
11888,0.525,pop
11889,0.696,pop
11890,0.634,pop
11891,0.619,pop
11895,0.604,pop
11896,0.564,pop
11897,0.572,pop
11898,0.617,pop
11899,0.674,pop
11900,0.628,pop
11933,0.467,pop
11949,0.633,pop
11950,0.564,pop
11951,0.665,pop
11952,0.594,pop
11953,0.714,pop
11954,0.676,pop
11955,0.53,pop
11956,0.563,pop
11957,0.589,pop
11958,0.635,pop
11959,0.508,pop
11960,0.454,pop
11961,0.614,pop
11962,0.71,pop
11963,0.682,pop
11964,0.625,pop
11965,0.726,pop
11966,0.643,pop
11967,0.704,pop
11968,0.427,pop
11969,0.642,pop
11970,0.835,pop
11971,0.46,pop
11972,0.688,pop
11973,0.401,pop
11974,0.57,pop
11975,0.571,pop
11976,0.608,pop
11977,0.61,pop
11978,0.827,pop
11979,0.445,pop
11980,0.681,pop
11981,0.692,pop
11982,0.677,pop
11983,0.477,pop
11984,0.599,pop
11985,0.715,pop
11986,0.745,pop
11987,0.55,pop
11988,0.562,pop
11989,0.826,pop
11990,0.693,pop
11991,0.398,pop
11992,0.605,pop
11993,0.637,pop
11994,0.578,pop
11995,0.589,pop
11996,0.556,pop
11997,0.657,pop
11998,0.608,pop
11999,0.553,pop
12000,0.651,pop
12001,0.598,pop
12002,0.616,pop
12003,0.516,pop
12004,0.618,pop
12005,0.525,pop
12012,0.592,pop
12013,0.405,pop
12014,0.62,pop
12015,0.365,pop
12016,0.579,pop
12017,0.599,pop
12018,0.603,pop
12049,0.805,pop
12050,0.675,pop
12051,0.552,pop
12071,0.626,pop
12072,0.496,pop
12073,0.394,pop
12074,0.383,pop
12075,0.629,pop
12076,0.57,pop
12077,0.543,pop
12078,0.386,pop
12079,0.74,pop
12080,0.843,pop
12081,0.681,pop
12082,0.597,pop
12083,0.591,pop
12084,0.681,pop
12085,0.486,pop
12086,0.545,pop
12087,0.606,pop
12088,0.65,pop
12089,0.793,pop
12090,0.34,pop
12091,0.529,pop
12092,0.482,pop
12093,0.662,pop
12094,0.703,pop
12095,0.766,pop
12096,0.777,pop
12097,0.689,pop
12098,0.606,pop
12099,0.66,pop
12100,0.747,pop
12101,0.649,pop
12102,0.625,pop
12103,0.716,pop
12104,0.597,pop
12105,0.662,pop
12106,0.643,pop
12107,0.735,pop
12108,0.605,pop
12227,0.594,pop
12228,0.666,pop
12229,0.633,pop
12230,0.528,pop
12231,0.61,pop
12232,0.644,pop
12233,0.67,pop
12234,0.563,pop
12235,0.675,pop
12236,0.684,pop
12237,0.684,pop
12238,0.645,pop
12239,0.681,pop
12240,0.699,pop
12241,0.806,pop
12242,0.692,pop
12243,0.795,pop
12244,0.704,pop
12245,0.602,pop
12248,0.638,pop
12249,0.568,pop
12250,0.694,pop
12251,0.586,pop
12252,0.673,pop
12253,0.339,pop
12254,0.682,pop
12255,0.486,pop
12256,0.31,pop
12297,0.77,pop
12298,0.588,pop
12299,0.76,pop
12300,0.577,pop
12301,0.6,pop
12302,0.724,pop
12303,0.798,pop
12304,0.769,pop
12305,0.707,pop
12306,0.638,pop
12307,0.611,pop
12308,0.67,pop
12309,0.619,pop
12310,0.538,pop
12312,0.636,pop
12313,0.474,pop
12314,0.597,pop
12315,0.5,pop
12316,0.669,pop
12317,0.235,pop
12318,0.685,pop
12319,0.632,pop
12320,0.617,pop
12321,0.487,pop
12322,0.637,pop
12323,0.59,pop
12324,0.58,pop
12325,0.605,pop
12326,0.725,pop
12327,0.651,pop
12328,0.728,pop
12329,0.726,pop
12330,0.538,pop
12331,0.728,pop
12332,0.701,pop
12333,0.866,pop
12334,0.777,pop
12335,0.687,pop
12336,0.646,pop
12337,0.673,pop
12338,0.703,pop
12339,0.794,pop
12340,0.729,pop
12341,0.555,pop
12342,0.736,pop
12343,0.555,pop
12344,0.728,pop
12345,0.451,pop
12346,0.576,pop
12347,0.587,pop
12348,0.693,pop
12349,0.522,pop
12350,0.678,pop
12351,0.606,pop
12352,0.585,pop
12353,0.817,pop
12354,0.631,pop
12355,0.674,pop
12356,0.632,pop
12357,0.575,pop
12358,0.504,pop
12359,0.667,pop
12361,0.483,pop
12362,0.761,pop
12363,0.589,pop
12364,0.464,pop
12365,0.516,pop
12366,0.646,pop
12367,0.608,pop
12371,0.573,pop
12372,0.47,pop
12522,0.918,pop
12523,0.547,pop
12524,0.836,pop
12525,0.55,pop
12526,0.622,pop
12533,0.394,pop
12534,0.596,pop
12535,0.373,pop
12536,0.357,pop
12537,0.268,pop
12538,0.788,pop
12539,0.694,pop
12540,0.663,pop
12541,0.668,pop
12542,0.645,pop
12543,0.448,pop
12544,0.558,pop
12545,0.642,pop
12546,0.722,pop
12547,0.57,pop
12548,0.569,pop
12549,0.454,pop
12550,0.494,pop
12551,0.544,pop
12552,0.764,pop
12553,0.583,pop
12554,0.75,pop
12555,0.851,pop
12556,0.749,pop
12557,0.672,pop
12558,0.442,pop
12559,0.255,pop
12560,0.546,pop
12561,0.653,pop
12562,0.456,pop
12563,0.471,pop
12564,0.529,pop
12573,0.798,pop
12574,0.451,pop
12609,0.504,pop
12610,0.435,pop
12611,0.504,pop
12612,0.562,pop
12613,0.742,pop
12614,0.552,pop
13035,0.759,pop
13036,0.697,pop
13037,0.789,pop
13038,0.813,pop
13039,0.691,pop
13040,0.475,pop
13041,0.559,pop
13046,0.755,pop
13047,0.666,pop
13048,0.609,pop
13049,0.605,pop
13050,0.71,pop
13051,0.846,pop
13052,0.617,pop
13053,0.754,pop
13054,0.516,pop
13055,0.596,pop
13059,0.633,pop
13060,0.772,pop
13061,0.787,pop
13062,0.581,pop
13063,0.72,pop
13064,0.723,pop
13065,0.609,pop
13066,0.741,pop
13067,0.843,pop
13068,0.6,pop
13069,0.703,pop
13070,0.578,pop
13071,0.656,pop
13072,0.561,pop
13073,0.711,pop
13074,0.47,pop
13075,0.602,pop
13076,0.635,pop
13077,0.488,pop
13078,0.216,pop
13079,0.58,pop
13080,0.58,pop
13081,0.792,pop
13082,0.717,pop
13083,0.503,pop
13084,0.63,pop
13085,0.703,pop
13086,0.657,pop
13087,0.7,pop
13088,0.465,pop
13089,0.597,pop
13090,0.714,pop
13091,0.617,pop
13092,0.633,pop
13093,0.634,pop
13094,0.556,pop
13095,0.607,pop
13096,0.672,pop
13097,0.739,pop
13098,0.584,pop
13099,0.637,pop
13100,0.726,pop
13101,0.661,pop
13102,0.764,pop
13103,0.599,pop
13104,0.439,pop
13105,0.562,pop
13106,0.599,pop
13107,0.463,pop
13108,0.784,pop
13109,0.786,pop
13110,0.313,pop
13111,0.713,pop
13112,0.777,pop
13113,0.469,pop
13114,0.679,pop
13115,0.717,pop
13116,0.736,pop
13117,0.782,pop
13124,0.566,pop
13125,0.502,pop
13126,0.543,pop
13127,0.516,pop
13128,0.604,pop
13129,0.633,pop
13130,0.721,pop
13131,0.609,pop
13132,0.6,pop
13191,0.646,pop
13192,0.675,pop
13193,0.567,pop
13194,0.547,pop
13195,0.564,pop
13196,0.634,pop
13197,0.521,pop
13198,0.605,pop
13199,0.609,pop
13200,0.469,pop
13201,0.267,pop
13202,0.517,pop
13203,0.635,pop
13204,0.527,pop
13205,0.607,pop
13206,0.531,pop
13207,0.549,pop
13216,0.693,pop
13217,0.58,pop
13218,0.593,pop
13219,0.478,pop
13220,0.787,pop
13221,0.676,pop
13222,0.791,pop
13223,0.605,pop
13224,0.457,pop
13225,0.604,pop
13226,0.626,pop
13227,0.497,pop
13228,0.501,pop
13229,0.509,pop
13230,0.601,pop
13231,0.507,pop
13232,0.593,pop
13233,0.319,pop
13234,0.705,pop
13235,0.708,pop
13236,0.701,pop
13237,0.503,pop
13238,0.497,pop
13239,0.605,pop
13240,0.398,pop
13241,0.591,pop
13242,0.613,pop
13243,0.519,pop
13244,0.492,pop
13245,0.553,pop
13246,0.566,pop
13247,0.551,pop
13248,0.527,pop
13249,0.431,pop
13250,0.573,pop
13251,0.552,pop
13252,0.572,pop
13253,0.557,pop
13254,0.659,pop
13255,0.431,pop
13256,0.63,pop
13257,0.781,pop
13258,0.481,pop
13259,0.498,pop
13260,0.453,pop
13261,0.551,pop
13262,0.492,pop
13263,0.483,pop
13264,0.638,pop
13265,0.492,pop
13266,0.527,pop
13267,0.567,pop
13268,0.399,pop
13269,0.502,pop
13270,0.486,pop
13271,0.753,pop
13272,0.687,pop
13273,0.654,pop
13274,0.552,pop
13275,0.574,pop
13276,0.696,pop
13277,0.668,pop
13278,0.659,pop
13279,0.466,pop
13280,0.531,pop
13281,0.721,pop
13282,0.762,pop
13283,0.42,pop
13284,0.872,pop
13285,0.624,pop
13286,0.583,pop
13287,0.807,pop
13288,0.514,pop
13289,0.609,pop
13290,0.724,pop
13291,0.607,pop
13292,0.699,pop
13293,0.714,pop
13294,0.718,pop
13295,0.661,pop
13296,0.699,pop
13297,0.86,pop
13298,0.677,pop
13299,0.248,pop
13300,0.579,pop
13301,0.656,pop
13302,0.559,pop
13303,0.639,pop
13304,0.741,pop
13305,0.78,pop
13306,0.744,pop
13307,0.803,pop
13308,0.425,pop
13309,0.887,pop
13310,0.554,pop
13311,0.779,pop
13312,0.56,pop
13313,0.898,pop
13314,0.587,pop
13315,0.57,pop
13316,0.7,pop
13317,0.523,pop
13318,0.713,pop
13319,0.795,pop
13320,0.788,pop
13321,0.905,pop
13322,0.432,pop
13323,0.579,pop
13324,0.413,pop
13325,0.391,pop
13326,0.632,pop
13327,0.503,pop
13328,0.722,pop
13329,0.557,pop
13330,0.68,pop
13331,0.462,pop
13332,0.435,pop
13333,0.59,pop
13334,0.589,pop
13335,0.395,pop
13336,0.539,pop
13337,0.542,pop
13338,0.477,pop
13339,0.625,pop
13340,0.697,pop
13353,0.706,pop
13354,0.658,pop
13783,0.573,pop
13789,0.795,pop
13790,0.774,pop
13791,0.586,pop
13792,0.393,pop
13793,0.602,pop
13794,0.658,pop
13795,0.786,pop
13797,0.55,pop
13798,0.603,pop
13799,0.643,pop
13800,0.634,pop
13801,0.603,pop
13802,0.674,pop
13803,0.436,pop
13804,0.599,pop
13805,0.574,pop
13806,0.483,pop
13807,0.662,pop
13808,0.617,pop
13809,0.616,pop
13810,0.744,pop
13811,0.67,pop
13812,0.623,pop
13813,0.634,pop
13814,0.787,pop
13815,0.945,pop
13816,0.48,pop
13817,0.617,pop
13818,0.648,pop
13819,0.552,pop
13820,0.381,pop
13821,0.406,pop
13822,0.657,pop
13823,0.712,pop
13824,0.735,pop
13825,0.314,pop
13826,0.609,pop
13827,0.703,pop
13828,0.768,pop
13829,0.765,pop
13830,0.617,pop
13831,0.688,pop
13832,0.501,pop
13833,0.593,pop
13834,0.365,pop
13835,0.817,pop
13836,0.706,pop
13837,0.599,pop
13838,0.711,pop
13839,0.276,pop
13840,0.77,pop
13841,0.55,pop
13842,0.564,pop
13843,0.596,pop
13844,0.73,pop
13845,0.641,pop
13846,0.579,pop
13847,0.398,pop
13848,0.561,pop
13849,0.681,pop
13850,0.757,pop
13851,0.793,pop
13852,0.735,pop
13853,0.484,pop
14458,0.53,pop
14459,0.498,pop
14460,0.441,pop
14461,0.72,pop
14462,0.736,pop
14463,0.74,pop
14464,0.442,pop
14465,0.613,pop
14471,0.451,pop
14472,0.597,pop
14473,0.465,pop
14474,0.497,pop
14475,0.781,pop
14476,0.782,pop
14477,0.758,pop
14478,0.362,pop
14479,0.729,pop
14480,0.712,pop
14481,0.533,pop
14482,0.609,pop
14483,0.575,pop
14484,0.572,pop
14485,0.797,pop
14486,0.577,pop
14487,0.793,pop
14488,0.415,pop
14489,0.745,pop
14490,0.623,pop
14491,0.702,pop
14492,0.46,pop
14493,0.535,pop
14494,0.551,pop
14495,0.716,pop
14496,0.936,pop
14497,0.537,pop
14498,0.447,pop
14499,0.594,pop
14500,0.446,pop
14501,0.646,pop
14502,0.31,pop
14503,0.784,pop
14504,0.595,pop
14505,0.715,pop
14506,0.695,pop
14507,0.74,pop
14508,0.583,pop
14509,0.653,pop
14510,0.573,pop
14511,0.683,pop
14512,0.702,pop
14513,0.519,pop
14514,0.746,pop
14515,0.667,pop
14516,0.766,pop
14517,0.828,pop
14518,0.818,pop
14519,0.794,pop
14520,0.757,pop
14521,0.53,pop
14522,0.588,pop
14523,0.631,pop
14524,0.621,pop
14525,0.85,pop
14526,0.506,pop
14527,0.591,pop
14528,0.244,pop
14529,0.574,pop
14530,0.394,pop
14531,0.715,pop
14532,0.786,pop
14533,0.694,pop
14534,0.843,pop
14535,0.663,pop
14536,0.63,pop
14537,0.284,pop
14550,0.714,pop
14742,0.729,pop
14743,0.529,pop
14744,0.671,pop
15197,0.663,pop
15198,0.795,pop
15199,0.659,pop
15200,0.713,pop
15201,0.613,pop
15202,0.627,pop
15203,0.714,pop
15204,0.688,pop
15205,0.681,pop
15206,0.811,pop
15207,0.8,pop
15208,0.802,pop
15209,0.647,pop
15210,0.836,pop
15336,0.51,pop
15337,0.599,pop
15338,0.763,pop
15339,0.731,pop
15340,0.723,pop
15341,0.531,pop
15342,0.781,pop
15343,0.683,pop
15344,0.638,pop
15375,0.588,pop
15385,0.66,pop
15386,0.875,pop
15387,0.421,pop
15388,0.883,pop
15399,0.683,pop
15409,0.63,pop
15410,0.815,pop
15411,0.667,pop
15428,0.754,pop
15429,0.638,pop
15430,0.538,pop
15431,0.7,pop
15432,0.703,pop
15433,0.779,pop
15447,0.857,pop
15493,0.565,pop
15494,0.518,pop
15495,0.637,pop
15496,0.774,pop
15497,0.545,pop
15498,0.727,pop
15499,0.367,pop
15500,0.77,pop
15501,0.767,pop
15502,0.531,pop
15512,0.69,pop
15513,0.69,pop
15514,0.63,pop
15560,0.627,pop
15561,0.555,pop
15562,0.663,pop
15563,0.461,pop
15564,0.492,pop
15570,0.755,pop
15571,0.46,pop
15572,0.69,pop
15573,0.783,pop
15574,0.6,pop
15575,0.671,pop
15576,0.732,pop
15577,0.562,pop
15578,0.732,pop
15579,0.258,pop
15580,0.383,pop
15581,0.577,pop
15582,0.704,pop
15583,0.469,pop
15584,0.821,pop
15585,0.614,pop
15586,0.534,pop
15587,0.686,pop
15600,0.376,pop
15601,0.362,pop
15602,0.572,pop
15603,0.513,pop
15604,0.72,pop
15605,0.674,pop
15606,0.616,pop
15607,0.466,pop
15614,0.537,pop
15615,0.688,pop
15682,0.642,pop
15683,0.394,pop
15684,0.727,pop
15685,0.602,pop
15686,0.842,pop
15687,0.705,pop
15688,0.793,pop
15707,0.66,pop
15708,0.715,pop
15709,0.708,pop
15873,0.714,pop
15874,0.605,pop
15875,0.693,pop
15876,0.545,pop
15877,0.767,pop
15878,0.622,pop
15888,0.514,pop
15889,0.604,pop
15890,0.619,pop
15891,0.514,pop
15892,0.77,pop
15893,0.118,pop
15894,0.658,pop
15900,0.709,pop
15901,0.551,pop
15902,0.505,pop
15903,0.513,pop
15904,0.814,pop
15905,0.675,pop
15906,0.418,pop
15907,0.703,pop
15908,0.459,pop
15909,0.0985,pop
15910,0.306,pop
15911,0.612,pop
15912,0.441,pop
15913,0.747,pop
15914,0.638,pop
15915,0.246,pop
15916,0.527,pop
15917,0.736,pop
15918,0.437,pop
15919,0.618,pop
15920,0.741,pop
15921,0.54,pop
15922,0.605,pop
15923,0.665,pop
15924,0.752,pop
15925,0.694,pop
15926,0.701,pop
15927,0.872,pop
15928,0.549,pop
15929,0.741,pop
15930,0.62,pop
15931,0.524,pop
15932,0.527,pop
15933,0.37,pop
15934,0.611,pop
15935,0.746,pop
15936,0.607,pop
15937,0.616,pop
15941,0.296,pop
15942,0.684,pop
15943,0.694,pop
15944,0.877,pop
15945,0.78,pop
15946,0.601,pop
15947,0.865,pop
15948,0.679,pop
15951,0.549,pop
15952,0.653,pop
15953,0.629,pop
15954,0.425,pop
15955,0.76,pop
15956,0.526,pop
15957,0.446,pop
15958,0.523,pop
15959,0.564,pop
15960,0.845,pop
15961,0.809,pop
15962,0.579,pop
16063,0.673,pop
16064,0.718,pop
16065,0.647,pop
16066,0.596,pop
16067,0.506,pop
16068,0.778,pop
16069,0.376,pop
16070,0.593,pop
16071,0.944,pop
16072,0.842,pop
16073,0.674,pop
16074,0.625,pop
16075,0.595,pop
16076,0.771,pop
16077,0.713,pop
16149,0.706,pop
16150,0.772,pop
16151,0.486,pop
16152,0.761,pop
16153,0.471,pop
16154,0.79,pop
16155,0.35,pop
16156,0.745,pop
16157,0.839,pop
16158,0.746,pop
16159,0.803,pop
16160,0.803,pop
16161,0.389,pop
16162,0.686,pop
16163,0.693,pop
16164,0.752,pop
16165,0.775,pop
16166,0.677,pop
16167,0.733,pop
16168,0.683,pop
16169,0.715,pop
16170,0.769,pop
16171,0.846,pop
16172,0.819,pop
16173,0.636,pop
16174,0.342,pop
16175,0.892,pop
16176,0.773,pop
16177,0.562,pop
16178,0.871,pop
16179,0.661,pop
16180,0.774,pop
16181,0.623,pop
16182,0.545,pop
16183,0.709,pop
16184,0.635,pop
16185,0.824,pop
16186,0.67,pop
16187,0.681,pop
16188,0.71,pop
16189,0.39,pop
16190,0.799,pop
16191,0.818,pop
16192,0.847,pop
16193,0.693,pop
16194,0.774,pop
16195,0.81,pop
16196,0.488,pop
16197,0.656,pop
16198,0.716,pop
16199,0.699,pop
16200,0.382,pop
16201,0.713,pop
16204,0.718,pop
16205,0.709,pop
16206,0.626,pop
16207,0.431,pop
16208,0.775,pop
16209,0.706,pop
16216,0.793,pop
16217,0.449,pop
16218,0.648,pop
16219,0.716,pop
16220,0.525,pop
16221,0.715,pop
16222,0.554,pop
16223,0.498,pop
16224,0.383,pop
16225,0.408,pop
16226,0.539,pop
16227,0.828,pop
16228,0.614,pop
16229,0.712,pop
16230,0.601,pop
16233,0.675,pop
16234,0.611,pop
16235,0.592,pop
16236,0.948,pop
16237,0.706,pop
16238,0.685,pop
16239,0.768,pop
16240,0.551,pop
16241,0.135,pop
16242,0.395,pop
16243,0.858,pop
16244,0.509,pop
16245,0.394,pop
16246,0.894,pop
16247,0.825,pop
16248,0.532,pop
16249,0.74,pop
16250,0.765,pop
16251,0.688,pop
16252,0.853,pop
16253,0.946,pop
16254,0.613,pop
16255,0.728,pop
16256,0.626,pop
16257,0.597,pop
16258,0.76,pop
16259,0.561,pop
16260,0.905,pop
16261,0.678,pop
16262,0.726,pop
16263,0.573,pop
16264,0.66,pop
16265,0.538,pop
16266,0.683,pop
16267,0.516,pop
16268,0.722,pop
16269,0.747,pop
16270,0.763,pop
16271,0.815,pop
16272,0.783,pop
16273,0.551,pop
16274,0.844,pop
16275,0.605,pop
16276,0.768,pop
16277,0.652,pop
16278,0.808,pop
16279,0.64,pop
16280,0.638,pop
16281,0.601,pop
16282,0.65,pop
16283,0.665,pop
16305,0.546,pop
16306,0.521,pop
16307,0.389,pop
16313,0.648,pop
16314,0.634,pop
16315,0.487,pop
16316,0.679,pop
16317,0.624,pop
16318,0.702,pop
16319,0.763,pop
16320,0.862,pop
16321,0.652,pop
16322,0.951,pop
16323,0.618,pop
16324,0.663,pop
16325,0.809,pop
16326,0.655,pop
16327,0.601,pop
16328,0.366,pop
16361,0.66,pop
16362,0.758,pop
16363,0.634,pop
16364,0.667,pop
16365,0.604,pop
16366,0.757,pop
16367,0.626,pop
16368,0.282,pop
16510,0.596,pop
16511,0.432,pop
16512,0.567,pop
16513,0.762,pop
16514,0.893,pop
16515,0.584,pop
16516,0.678,pop
16519,0.675,pop
16520,0.628,pop
16521,0.645,pop
16522,0.663,pop
16523,0.771,pop
16524,0.795,pop
16525,0.539,pop
16600,0.555,pop
16601,0.593,pop
16602,0.799,pop
16623,0.648,pop
16624,0.286,pop
16625,0.781,pop
16626,0.853,pop
16627,0.645,pop
16628,0.576,pop
16629,0.62,pop
16630,0.747,pop
16631,0.652,pop
16632,0.604,pop
16633,0.407,pop
16634,0.614,pop
16635,0.675,pop
16636,0.734,pop
16637,0.646,pop
16638,0.707,pop
16648,0.729,pop
16649,0.803,pop
16650,0.58,pop
16651,0.633,pop
16652,0.643,pop
16653,0.601,pop
16654,0.609,pop
16655,0.694,pop
16656,0.532,pop
16743,0.747,pop
16744,0.757,pop
16745,0.62,pop
16749,0.603,pop
16750,0.71,pop
16751,0.738,pop
16752,0.446,pop
16753,0.735,pop
16764,0.741,pop
16765,0.793,pop
16766,0.777,pop
16767,0.568,pop
16768,0.856,pop
16769,0.64,pop
16770,0.857,pop
16771,0.532,pop
16794,0.632,pop
16795,0.689,pop
16796,0.491,pop
16876,0.696,pop
16877,0.803,pop
16878,0.548,pop
16879,0.572,pop
17095,0.542,pop
17560,0.743,pop
17567,0.686,pop
17568,0.786,pop
17569,0.652,pop
17571,0.71,pop
17572,0.813,pop
17573,0.809,pop
17574,0.849,pop
17575,0.566,pop
17576,0.684,pop
17577,0.57,pop
17579,0.795,pop
17580,0.545,pop
17581,0.565,pop
17582,0.626,pop
17583,0.566,pop
17584,0.868,pop
17585,0.573,pop
17586,0.562,pop
17587,0.598,pop
17593,0.705,pop
17596,0.61,pop
17597,0.643,pop
17598,0.787,pop
17599,0.556,pop
17600,0.575,pop
17601,0.523,pop
17603,0.672,pop
17604,0.681,pop
17605,0.549,pop
17606,0.742,pop
17607,0.55,pop
17608,0.826,pop
17609,0.666,pop
17610,0.474,pop
17611,0.741,pop
17612,0.789,pop
17613,0.783,pop
17614,0.788,pop
17615,0.542,pop
17616,0.706,pop
17617,0.742,pop
17618,0.723,pop
17619,0.637,pop
17620,0.782,pop
17621,0.603,pop
17622,0.755,pop
17623,0.531,pop
17624,0.742,pop
17678,0.553,pop
17716,0.732,pop
17718,0.828,pop
17719,0.731,pop
17720,0.544,pop
17721,0.326,pop
17722,0.63,pop
17723,0.666,pop
17725,0.713,pop
17726,0.792,pop
17727,0.585,pop
17728,0.608,pop
17729,0.399,pop
17730,0.701,pop
17769,0.647,pop
17770,0.276,pop
17771,0.625,pop
17772,0.679,pop
17773,0.806,pop
17774,0.599,pop
17775,0.622,pop
17776,0.73,pop
17777,0.459,pop
17778,0.545,pop
17779,0.672,pop
17780,0.551,pop
17781,0.889,pop
17782,0.774,pop
17783,0.837,pop
17784,0.813,pop
17785,0.784,pop
17786,0.581,pop
17787,0.741,pop
17796,0.668,pop
17797,0.653,pop
17798,0.745,pop
17799,0.663,pop
17800,0.712,pop
17801,0.319,pop
17802,0.3,pop
17803,0.535,pop
17804,0.676,pop
17805,0.869,pop
17806,0.492,pop
17807,0.693,pop
17808,0.782,pop
17809,0.445,pop
17810,0.87,pop
17811,0.455,pop
17812,0.628,pop
17813,0.502,pop
17814,0.801,pop
17815,0.791,pop
17816,0.512,pop
17817,0.491,pop
17818,0.811,pop
17819,0.573,pop
17820,0.708,pop
17821,0.83,pop
17822,0.814,pop
17823,0.599,pop
17824,0.855,pop
17825,0.629,pop
17826,0.736,pop
17827,0.604,pop
17829,0.568,pop
17830,0.466,pop
17831,0.213,pop
17832,0.38,pop
17833,0.857,pop
17834,0.36,pop
19077,0.512,pop
19078,0.398,pop
19079,0.554,pop
19080,0.522,pop
19081,0.557,pop
19082,0.581,pop
19083,0.423,pop
19084,0.397,pop
19085,0.512,pop
19086,0.285,pop
19087,0.303,pop
19088,0.432,pop
19089,0.646,pop
19090,0.477,pop
19091,0.491,pop
19092,0.568,pop
19093,0.857,pop
19094,0.754,pop
19095,0.539,pop
19096,0.383,pop
19097,0.529,pop
19098,0.485,pop
19099,0.364,pop
19100,0.283,pop
19101,0.529,pop
19102,0.422,pop
19103,0.623,pop
19104,0.204,pop
19105,0.477,pop
19113,0.228,pop
19114,0.518,pop
19115,0.31,pop
19116,0.616,pop
19117,0.435,pop
19118,0.432,pop
19119,0.577,pop
19120,0.446,pop
19121,0.553,pop
19122,0.35,pop
19123,0.455,pop
19124,0.49,pop
19125,0.456,pop
19126,0.493,pop
19127,0.423,pop
19129,0.544,pop
19130,0.463,pop
19131,0.423,pop
19132,0.525,pop
19133,0.606,pop
19134,0.524,pop
19135,0.39,pop
19136,0.444,pop
19154,0.619,pop
19155,0.592,pop
19156,0.733,pop
19157,0.654,pop
19159,0.585,pop
19189,0.69,pop
19198,0.414,pop
19202,0.392,pop
19203,0.35,pop
19204,0.478,pop
19205,0.456,pop
19206,0.595,pop
19208,0.479,pop
19209,0.56,pop
19210,0.521,pop
19211,0.412,pop
19212,0.413,pop
19213,0.711,pop
19214,0.643,pop
19215,0.517,pop
19221,0.486,pop
19222,0.466,pop
19223,0.375,pop
19224,0.359,pop
19233,0.397,pop
19234,0.72,pop
19235,0.357,pop
19236,0.371,pop
19237,0.434,pop
19238,0.382,pop
19239,0.38,pop
19240,0.41,pop
19241,0.425,pop
19242,0.294,pop
19243,0.431,pop
19244,0.806,pop
19245,0.721,pop
19249,0.323,pop
19250,0.675,pop
19251,0.357,pop
19252,0.351,pop
19253,0.388,pop
19254,0.466,pop
19255,0.272,pop
19256,0.487,pop
19257,0.308,pop
19258,0.493,pop
19259,0.48,pop
19260,0.43,pop
19261,0.377,pop
19262,0.528,pop
19319,0.758,pop
19326,0.638,pop
19328,0.737,pop
19329,0.625,pop
19330,0.612,pop
19331,0.714,pop
19332,0.7,pop
19333,0.618,pop
19334,0.775,pop
19344,0.494,pop
19346,0.599,pop
19347,0.695,pop
19348,0.571,pop
19349,0.75,pop
19353,0.719,pop
19354,0.648,pop
19355,0.625,pop
19356,0.744,pop
19359,0.67,pop
19366,0.404,pop
19367,0.61,pop
19368,0.771,pop
19369,0.658,pop
19370,0.598,pop
19371,0.609,pop
19377,0.762,pop
19379,0.452,pop
19380,0.588,pop
19381,0.73,pop
19416,0.757,pop
19417,0.741,pop
19418,0.741,pop
19419,0.833,pop
19420,0.663,pop
19421,0.737,pop
19422,0.807,pop
19423,0.414,pop
